run_number,duration_ms
1,27415
2,27057
3,27311
4,26718
5,27259
6,26656
7,27172
8,26901
9,27801
10,26487
11,27519
12,27767
13,26973
14,27134
15,27205
16,26957
17,26997
18,26371
19,27376
20,26695
21,28078
22,26738
23,27485
24,26964
25,26858
26,28326
27,27126
28,27524
29,26799
30,27981
31,27094
32,27513
33,26920
34,27534
35,26876
36,27279
37,28190
38,28494
39,27148
40,27564
41,27520
42,27601
43,27426
44,27352
45,27279
46,27922
47,27338
48,26602
49,26348
50,27472
51,27095
52,26457
53,26749
54,27079
55,27143
56,26817
57,28336
58,26266
59,27463
60,26343
61,26758
62,26730
63,27783
64,28035
65,27681
66,27208
67,27745
68,27211
69,26804
70,27490
71,27270
72,26279
73,27737
74,27675
75,26260
76,27539
77,27392
78,27060
79,27233
80,26965
81,26475
82,27523
83,27410
84,27823
85,26702
86,27309
87,26617
88,27238
89,27803
90,27924
91,26622
92,27847
93,26119
94,27275
95,27019
96,27213
97,27697
98,27359
99,27165
100,27596
101,27148
102,25896
103,27131
104,26688
105,26734
106,27983
107,27149
108,26887
109,27688
110,27455
111,27689
112,26729
113,26649
114,27475
115,27148
116,27197
117,26361
118,27639
119,27161
120,27508
121,26512
122,26519
123,27429
124,27609
125,25988
126,27100
127,26655
128,27462
129,26917
130,27629
131,27679
132,27347
133,27817
134,26424
135,27662
136,26669
137,27410
138,27470
139,26967
140,27538
141,27075
142,27180
143,26797
144,27238
145,27209
146,26434
147,27218
148,26612
149,26603
150,28221
151,27197
152,27472
153,27315
154,26258
155,27098
156,27169
157,26366
158,27361
159,26183
160,27071
161,27608
162,27759
163,27517
164,26841
165,26032
166,26817
167,26531
168,27039
169,27225
170,26900
171,26636
172,26937
173,26786
174,27456
175,28306
176,27285
177,27861
178,27868
179,27381
180,26883
181,27417
182,27116
183,27198
184,26722
185,26532
186,26467
187,27428
188,27861
189,27281
190,27488
191,26880
192,26192
193,26632
194,27992
195,26996
196,26387
197,26302
198,27050
199,27138
200,26367
201,26439
202,27704
203,26590
204,26092
205,27357
206,26907
207,26654
208,26743
209,26977
210,26553
211,27563
212,27412
213,26915
214,27692
215,27136
216,27461
217,27306
218,27562
219,27683
220,27108
221,27550
222,27305
223,26836
224,25892
225,27222
226,26964
227,27952
228,27681
229,26711
230,27306
231,27875
232,27684
233,28468
234,27756
235,26258
236,27822
237,26483
238,26757
239,27130
240,27441
241,26620
242,27262
243,26753
244,27454
245,26529
246,26578
247,27498
248,26966
249,27069
250,25802
251,26864
252,27048
253,27415
254,26734
255,26311
256,27020
257,27165
258,27513
259,26345
260,27822
261,27742
262,26553
263,26929
264,26994
265,26744
266,26894
267,27366
268,27965
269,26645
270,27465
271,27413
272,26297
273,27872
274,26329
275,26950
276,26552
277,26789
278,27441
279,27864
280,27519
281,27717
282,26916
283,26548
284,26925
285,26840
286,27485
287,27751
288,26801
289,27111
290,27611
291,27776
292,26633
293,27335
294,26242
295,27879
296,26986
297,27378
298,28170
299,28027
300,27504
301,27089
302,27801
303,27276
304,27844
305,27125
306,28217
307,28267
308,27405
309,27099
310,26874
311,27812
312,27149
313,27686
314,26949
315,26414
316,27702
317,26264
318,26615
319,27728
320,27614
321,28018
322,26495
323,26937
324,27665
325,27222
326,27671
327,27620
328,27183
329,26452
330,27840
331,28133
332,27020
333,26820
334,27587
335,27073
336,27084
337,27012
338,27313
339,27203
340,27224
341,26508
342,26952
343,26617
344,26586
345,26444
346,26861
347,26250
348,27098
349,27094
350,27951
351,27558
352,27108
353,26565
354,27236
355,27328
356,26522
357,26929
358,27121
359,27379
360,28203
361,26256
362,26673
363,26021
364,26541
365,26839
366,26098
367,27635
368,27111
369,26873
370,27338
371,27027
372,27113
373,27358
374,27160
375,27914
376,26773
377,27302
378,27473
379,27689
380,26743
381,27350
382,27069
383,27718
384,26345
385,26934
386,28076
387,27176
388,27684
389,27129
390,26893
391,27028
392,27167
393,27054
394,27284
395,26709
396,27348
397,27041
398,26758
399,26549
400,26879
401,27058
402,26561
403,27243
404,27414
405,27387
406,27214
407,28021
408,26745
409,27428
410,26536
411,26777
412,26710
413,27541
414,26864
415,27528
416,28167
417,26799
418,27735
419,28470
420,27493
421,27426
422,28296
423,26972
424,27516
425,26858
426,27041
427,26786
428,27466
429,27029
430,27697
431,26816
432,27794
433,27305
434,27140
435,26882
436,26629
437,27388
438,26670
439,26661
440,26709
441,27910
442,26972
443,26963
444,26410
445,27124
446,26765
447,27533
448,26973
449,26749
450,26148
451,26502
452,27782
453,27174
454,26021
455,27188
456,26457
457,26587
458,26834
459,26715
460,26511
461,27342
462,27485
463,28377
464,26623
465,26931
466,27780
467,26925
468,26620
469,26801
470,27988
471,26555
472,26956
473,27032
474,26336
475,27016
476,28019
477,27610
478,27050
479,27085
480,27212
481,26436
482,26825
483,27100
484,26859
485,27889
486,27743
487,26970
488,26259
489,26309
490,27376
491,26387
492,27537
493,26350
494,27241
495,27273
496,27446
497,26955
498,27341
499,26836
500,27101
501,26547
502,27966
503,27340
504,27147
505,26431
506,27723
507,26830
508,26584
509,27970
510,26491
511,26395
512,27380
513,27416
514,26630
515,27019
516,26762
517,26566
518,28136
519,28029
520,27259
521,26158
522,27632
523,27361
524,26792
525,26853
526,27806
527,27298
528,27039
529,27451
530,27709
531,26424
532,27074
533,27423
534,27673
535,27692
536,27287
537,27500
538,27162
539,26506
540,26600
541,27823
542,27495
543,26556
544,26955
545,27052
546,26633
547,26666
548,27953
549,26930
550,27099
551,26273
552,26612
553,27149
554,26743
555,27325
556,27266
557,27039
558,25988
559,27348
560,28107
561,27763
562,27639
563,27979
564,27613
565,26586
566,27416
567,26803
568,27847
569,26954
570,28166
571,27403
572,27156
573,27220
574,27412
575,26716
576,27093
577,27075
578,27550
579,27392
580,26965
581,26865
582,27158
583,26302
584,27142
585,27005
586,27597
587,27176
588,26967
589,27210
590,27624
591,28282
592,27131
593,28059
594,26874
595,26903
596,26811
597,26932
598,27050
599,26484
600,27330
601,27026
602,27382
603,26944
604,26884
605,27939
606,27334
607,27020
608,27188
609,26622
610,26573
611,26181
612,26972
613,27024
614,26777
615,27985
616,27087
617,26933
618,26884
619,27059
620,26931
621,27563
622,26883
623,27491
624,26986
625,26884
626,27151
627,27227
628,27028
629,26421
630,26959
631,26802
632,27076
633,26494
634,27014
635,27635
636,27006
637,27426
638,27508
639,27063
640,26298
641,27989
642,27150
643,28176
644,27058
645,26964
646,27104
647,26471
648,27136
649,27870
650,26643
651,26946
652,26354
653,27099
654,27399
655,27014
656,26519
657,27291
658,27294
659,27240
660,27781
661,26957
662,27156
663,27174
664,27566
665,26348
666,27206
667,26503
668,26725
669,26519
670,27356
671,26764
672,27813
673,27624
674,27523
675,28360
676,27900
677,27408
678,27873
679,26807
680,27527
681,27124
682,26732
683,27347
684,27756
685,26028
686,27125
687,26794
688,26510
689,27483
690,27843
691,26538
692,27006
693,28172
694,27452
695,27446
696,26561
697,26666
698,27165
699,27419
700,26370
701,26327
702,26842
703,27634
704,26861
705,27051
706,27311
707,26748
708,27788
709,26373
710,27659
711,27682
712,26632
713,26847
714,25475
715,27297
716,26458
717,27309
718,27509
719,27199
720,26898
721,27594
722,27081
723,26406
724,27484
725,27851
726,27667
727,27262
728,26628
729,27813
730,26860
731,27985
732,27867
733,26914
734,27218
735,26865
736,26379
737,27041
738,26902
739,27084
740,27529
741,27220
742,27267
743,27828
744,27291
745,27194
746,27133
747,27019
748,27573
749,27742
750,27120
751,27624
752,26798
753,26881
754,26349
755,27246
756,27234
757,27206
758,27270
759,26098
760,27291
761,26914
762,28495
763,26473
764,27035
765,27739
766,26872
767,28286
768,26498
769,27653
770,27217
771,27237
772,26188
773,26819
774,27395
775,27021
776,26764
777,26693
778,27207
779,27915
780,27174
781,27881
782,27326
783,26290
784,26556
785,27875
786,27071
787,26394
788,27102
789,26634
790,27397
791,27270
792,27959
793,26164
794,26968
795,26397
796,26860
797,27174
798,27840
799,26992
800,27673
801,26847
802,27571
803,27915
804,26829
805,27155
806,25964
807,27283
808,27407
809,26657
810,26936
811,26763
812,28315
813,27344
814,27303
815,27579
816,27065
817,26901
818,26559
819,26155
820,26759
821,27196
822,27753
823,27412
824,26973
825,28133
826,25763
827,25808
828,26503
829,27103
830,27588
831,27168
832,26393
833,26908
834,27532
835,26982
836,26986
837,26681
838,27078
839,26974
840,26759
841,27132
842,26367
843,27736
844,26505
845,26563
846,26525
847,26553
848,27483
849,27620
850,27061
851,27929
852,26296
853,27112
854,27397
855,27700
856,27255
857,26805
858,27312
859,26968
860,27404
861,27123
862,27434
863,27327
864,27773
865,26664
866,26976
867,26900
868,26663
869,26750
870,27062
871,27306
872,26689
873,26836
874,27556
875,26723
876,26826
877,27495
878,25819
879,27333
880,26739
881,26488
882,27390
883,26482
884,27680
885,27226
886,28043
887,28080
888,27866
889,28305
890,27080
891,27398
892,27110
893,27149
894,26862
895,27715
896,26853
897,28568
898,26812
899,27023
900,27641
901,26810
902,27320
903,27922
904,27618
905,26889
906,26766
907,26933
908,27215
909,27567
910,27295
911,26972
912,27140
913,28317
914,27532
915,26366
916,26121
917,27548
918,26763
919,27253
920,27563
921,27305
922,27782
923,26942
924,27484
925,26667
926,28365
927,26909
928,28184
929,26984
930,27730
931,27490
932,27498
933,26731
934,27040
935,27525
936,27052
937,26221
938,26809
939,26647
940,27198
941,26550
942,26625
943,27813
944,26606
945,26947
946,26812
947,27438
948,27407
949,27283
950,27342
951,27152
952,26716
953,27183
954,27183
955,26886
956,27394
957,27529
958,26769
959,27977
960,27349
961,26956
962,27585
963,27043
964,26662
965,27115
966,27758
967,26425
968,27191
969,27199
970,27893
971,26429
972,26445
973,26874
974,27343
975,28048
976,27167
977,26164
978,27641
979,27405
980,27174
981,27348
982,26567
983,27687
984,27512
985,27437
986,27725
987,27672
988,28190
989,27131
990,27076
991,27760
992,27187
993,27448
994,27080
995,27232
996,27438
997,27170
998,27187
999,26819
1000,27474
